scale,n,shapiro_p,approximately_normal_at_0_05,skewness,kurtosis,iqr_lower_bound,iqr_upper_bound,iqr_outlier_count
pab_score,150,0.0001247605900677144,False,0.3700623820646067,-0.7534017955281822,1.0714285714285716,5.071428571428571,0
hsa_score,150,5.895011683798663e-09,False,-1.1864607577934663,1.0583972666024426,2.357142857142856,5.214285714285715,11
irs_score,150,8.835266520936351e-05,False,-0.7604732825442719,0.864520361253426,1.9285714285714277,5.92857142857143,1
vh_score,150,1.1113980005757909e-07,False,-0.8068386915653243,1.3714044844346764,3.1000000000000005,5.499999999999999,7
